px_no,identifier,group,age,gender,direction,valence,event,rating,score
1003,Good,ANX,33,Female,past,negative,e2,sense1,2
1003,Good,ANX,33,Female,past,negative,e2,sense2,1
1003,Good,ANX,33,Female,past,negative,e2,context1,2
1003,Good,ANX,33,Female,past,negative,e2,context2,2
1003,Good,ANX,33,Female,past,negative,e2,perspective1,2
1003,Good,ANX,33,Female,past,negative,e2,perspective2,1
1003,Good,ANX,33,Female,past,negative,e2,ratio,2
1003,Good,ANX,33,Female,past,negative,e2,intensity,1
1003,Good,ANX,33,Female,past,negative,e2,reaction,1
1003,Good,ANX,33,Female,past,negative,e2,impt,1
1003,Good,ANX,33,Female,past,negative,e2,coh,2
1003,Good,ANX,33,Female,past,negative,e2,temp,4
1003,Good,ANX,33,Female,past,positive,e1,vivid,5
1003,Good,ANX,33,Female,past,positive,e1,prere,2
1003,Good,ANX,33,Female,past,positive,e1,sense1,5
1003,Good,ANX,33,Female,past,positive,e1,sense2,1
1003,Good,ANX,33,Female,past,positive,e1,context1,2
1003,Good,ANX,33,Female,past,positive,e1,context2,3
1003,Good,ANX,33,Female,past,positive,e1,perspective1,4
1003,Good,ANX,33,Female,past,positive,e1,perspective2,1
1003,Good,ANX,33,Female,past,positive,e1,ratio,4
1003,Good,ANX,33,Female,past,positive,e1,intensity,2
1003,Good,ANX,33,Female,past,positive,e1,reaction,1
1003,Good,ANX,33,Female,past,positive,e1,impt,4
1003,Good,ANX,33,Female,past,positive,e1,coh,4
1003,Good,ANX,33,Female,past,positive,e1,temp,1
1003,Good,ANX,33,Female,past,positive,e2,vivid,5
1003,Good,ANX,33,Female,past,positive,e2,prere,3
1003,Good,ANX,33,Female,past,positive,e2,sense1,4
1003,Good,ANX,33,Female,past,positive,e2,sense2,1
1003,Good,ANX,33,Female,past,positive,e2,context1,4
1003,Good,ANX,33,Female,past,positive,e2,context2,6
1003,Good,ANX,33,Female,past,positive,e2,perspective1,6
1003,Good,ANX,33,Female,past,positive,e2,perspective2,1
1003,Good,ANX,33,Female,past,positive,e2,ratio,6
1003,Good,ANX,33,Female,past,positive,e2,intensity,1
1003,Good,ANX,33,Female,past,positive,e2,reaction,1
1003,Good,ANX,33,Female,past,positive,e2,impt,3
1003,Good,ANX,33,Female,past,positive,e2,coh,6
1003,Good,ANX,33,Female,past,positive,e2,temp,1
1003,Good,ANX,33,Female,future,neutral,e1,vivid,3
1003,Good,ANX,33,Female,future,neutral,e1,prere,3
1003,Good,ANX,33,Female,future,neutral,e1,sense1,1
1003,Good,ANX,33,Female,future,neutral,e1,sense2,1
1003,Good,ANX,33,Female,future,neutral,e1,context1,2
1003,Good,ANX,33,Female,future,neutral,e1,context2,1
1003,Good,ANX,33,Female,future,neutral,e1,perspective1,6
1003,Good,ANX,33,Female,future,neutral,e1,perspective2,1
1003,Good,ANX,33,Female,future,neutral,e1,ratio,6
1003,Good,ANX,33,Female,future,neutral,e1,intensity,1
1003,Good,ANX,33,Female,future,neutral,e1,reaction,1
1003,Good,ANX,33,Female,future,neutral,e1,impt,4
1003,Good,ANX,33,Female,future,neutral,e1,coh,2
1003,Good,ANX,33,Female,future,neutral,e1,temp,2
1003,Good,ANX,33,Female,future,neutral,e2,vivid,4
1003,Good,ANX,33,Female,future,neutral,e2,prere,4
1003,Good,ANX,33,Female,future,neutral,e2,sense1,4
1003,Good,ANX,33,Female,future,neutral,e2,sense2,1
1003,Good,ANX,33,Female,future,neutral,e2,context1,6
1003,Good,ANX,33,Female,future,neutral,e2,context2,6
1003,Good,ANX,33,Female,future,neutral,e2,perspective1,6
1003,Good,ANX,33,Female,future,neutral,e2,perspective2,1
1003,Good,ANX,33,Female,future,neutral,e2,ratio,6
1003,Good,ANX,33,Female,future,neutral,e2,intensity,1
1003,Good,ANX,33,Female,future,neutral,e2,reaction,1
1003,Good,ANX,33,Female,future,neutral,e2,impt,6
1003,Good,ANX,33,Female,future,neutral,e2,coh,4
1003,Good,ANX,33,Female,future,neutral,e2,temp,2
1003,Good,ANX,33,Female,future,negative,e1,vivid,5
1003,Good,ANX,33,Female,future,negative,e1,prere,2
1003,Good,ANX,33,Female,future,negative,e1,sense1,5
1003,Good,ANX,33,Female,future,negative,e1,sense2,1
1003,Good,ANX,33,Female,future,negative,e1,context1,5
1003,Good,ANX,33,Female,future,negative,e1,context2,6
1003,Good,ANX,33,Female,future,negative,e1,perspective1,6
1003,Good,ANX,33,Female,future,negative,e1,perspective2,1
1003,Good,ANX,33,Female,future,negative,e1,ratio,6
1003,Good,ANX,33,Female,future,negative,e1,intensity,1
1003,Good,ANX,33,Female,future,negative,e1,reaction,1
1003,Good,ANX,33,Female,future,negative,e1,impt,5
1003,Good,ANX,33,Female,future,negative,e1,coh,5
1003,Good,ANX,33,Female,future,negative,e1,temp,2
1003,Good,ANX,33,Female,future,negative,e2,vivid,4
1003,Good,ANX,33,Female,future,negative,e2,prere,2
1003,Good,ANX,33,Female,future,negative,e2,sense1,2
1003,Good,ANX,33,Female,future,negative,e2,sense2,2
1003,Good,ANX,33,Female,future,negative,e2,context1,2
1003,Good,ANX,33,Female,future,negative,e2,context2,5
1003,Good,ANX,33,Female,future,negative,e2,perspective1,6
1003,Good,ANX,33,Female,future,negative,e2,perspective2,1
1003,Good,ANX,33,Female,future,negative,e2,ratio,6
1003,Good,ANX,33,Female,future,negative,e2,intensity,3
1003,Good,ANX,33,Female,future,negative,e2,reaction,1
1003,Good,ANX,33,Female,future,negative,e2,impt,3
1003,Good,ANX,33,Female,future,negative,e2,coh,2
1003,Good,ANX,33,Female,future,negative,e2,temp,2
1003,Good,ANX,33,Female,future,positive,e1,vivid,6
1003,Good,ANX,33,Female,future,positive,e1,prere,5
1003,Good,ANX,33,Female,future,positive,e1,sense1,6
1003,Good,ANX,33,Female,future,positive,e1,sense2,1
1003,Good,ANX,33,Female,future,positive,e1,context1,6
1003,Good,ANX,33,Female,future,positive,e1,context2,6
1003,Good,ANX,33,Female,future,positive,e1,perspective1,6
1003,Good,ANX,33,Female,future,positive,e1,perspective2,1
1003,Good,ANX,33,Female,future,positive,e1,ratio,6
1003,Good,ANX,33,Female,future,positive,e1,intensity,1
1003,Good,ANX,33,Female,future,positive,e1,reaction,1
1003,Good,ANX,33,Female,future,positive,e1,impt,3
1003,Good,ANX,33,Female,future,positive,e1,coh,6
1003,Good,ANX,33,Female,future,positive,e1,temp,1
1003,Good,ANX,33,Female,future,positive,e2,vivid,4
1003,Good,ANX,33,Female,future,positive,e2,prere,3
1003,Good,ANX,33,Female,future,positive,e2,sense1,3
1003,Good,ANX,33,Female,future,positive,e2,sense2,1
1003,Good,ANX,33,Female,future,positive,e2,context1,2
1003,Good,ANX,33,Female,future,positive,e2,context2,2
1003,Good,ANX,33,Female,future,positive,e2,perspective1,2
1003,Good,ANX,33,Female,future,positive,e2,perspective2,1
1003,Good,ANX,33,Female,future,positive,e2,ratio,2
1003,Good,ANX,33,Female,future,positive,e2,intensity,1
1003,Good,ANX,33,Female,future,positive,e2,reaction,1
1003,Good,ANX,33,Female,future,positive,e2,impt,3
1003,Good,ANX,33,Female,future,positive,e2,coh,3
1003,Good,ANX,33,Female,future,positive,e2,temp,2
1005,Incomplete,ANX,25,Male,past,neutral,e1,vivid,4
1005,Incomplete,ANX,25,Male,past,neutral,e1,prere,3
1005,Incomplete,ANX,25,Male,past,neutral,e1,sense1,5
1005,Incomplete,ANX,25,Male,past,neutral,e1,sense2,3
1005,Incomplete,ANX,25,Male,past,neutral,e1,context1,4
1005,Incomplete,ANX,25,Male,past,neutral,e1,context2,5
1005,Incomplete,ANX,25,Male,past,neutral,e1,perspective1,5
1005,Incomplete,ANX,25,Male,past,neutral,e1,perspective2,2
1005,Incomplete,ANX,25,Male,past,neutral,e1,ratio,2.5
1005,Incomplete,ANX,25,Male,past,neutral,e1,intensity,2
1005,Incomplete,ANX,25,Male,past,neutral,e1,reaction,2
1005,Incomplete,ANX,25,Male,past,neutral,e1,impt,2
1005,Incomplete,ANX,25,Male,past,neutral,e1,coh,5
1005,Incomplete,ANX,25,Male,past,neutral,e1,temp,2
1005,Incomplete,ANX,25,Male,past,neutral,e2,vivid,5
1005,Incomplete,ANX,25,Male,past,neutral,e2,prere,3
1005,Incomplete,ANX,25,Male,past,neutral,e2,sense1,4
1005,Incomplete,ANX,25,Male,past,neutral,e2,sense2,2
1005,Incomplete,ANX,25,Male,past,neutral,e2,context1,3
1005,Incomplete,ANX,25,Male,past,neutral,e2,context2,4
1005,Incomplete,ANX,25,Male,past,neutral,e2,perspective1,4
1005,Incomplete,ANX,25,Male,past,neutral,e2,perspective2,2
1005,Incomplete,ANX,25,Male,past,neutral,e2,ratio,2
1005,Incomplete,ANX,25,Male,past,neutral,e2,intensity,4
1005,Incomplete,ANX,25,Male,past,neutral,e2,reaction,2
1005,Incomplete,ANX,25,Male,past,neutral,e2,impt,4
1005,Incomplete,ANX,25,Male,past,neutral,e2,coh,3
1005,Incomplete,ANX,25,Male,past,neutral,e2,temp,4
1005,Incomplete,ANX,25,Male,past,negative,e1,vivid,4
1005,Incomplete,ANX,25,Male,past,negative,e1,prere,4
1005,Incomplete,ANX,25,Male,past,negative,e1,sense1,4
1005,Incomplete,ANX,25,Male,past,negative,e1,sense2,3
1005,Incomplete,ANX,25,Male,past,negative,e1,context1,4
1005,Incomplete,ANX,25,Male,past,negative,e1,context2,4
1005,Incomplete,ANX,25,Male,past,negative,e1,perspective1,3
1005,Incomplete,ANX,25,Male,past,negative,e1,perspective2,2
1005,Incomplete,ANX,25,Male,past,negative,e1,ratio,1.5
1005,Incomplete,ANX,25,Male,past,negative,e1,intensity,1
1005,Incomplete,ANX,25,Male,past,negative,e1,reaction,1
1005,Incomplete,ANX,25,Male,past,negative,e1,impt,1
1005,Incomplete,ANX,25,Male,past,negative,e1,coh,3
1005,Incomplete,ANX,25,Male,past,negative,e1,temp,4
1005,Incomplete,ANX,25,Male,past,negative,e2,vivid,7
1005,Incomplete,ANX,25,Male,past,negative,e2,prere,7
1005,Incomplete,ANX,25,Male,past,negative,e2,sense1,7
1005,Incomplete,ANX,25,Male,past,negative,e2,sense2,7
1005,Incomplete,ANX,25,Male,past,negative,e2,context1,7
1005,Incomplete,ANX,25,Male,past,negative,e2,context2,7
1005,Incomplete,ANX,25,Male,past,negative,e2,perspective1,7
1005,Incomplete,ANX,25,Male,past,negative,e2,perspective2,7
1005,Incomplete,ANX,25,Male,past,negative,e2,ratio,1
1005,Incomplete,ANX,25,Male,past,negative,e2,intensity,7
1005,Incomplete,ANX,25,Male,past,negative,e2,reaction,7
1005,Incomplete,ANX,25,Male,past,negative,e2,impt,7
1005,Incomplete,ANX,25,Male,past,negative,e2,coh,7
1005,Incomplete,ANX,25,Male,past,negative,e2,temp,1
1005,Incomplete,ANX,25,Male,past,positive,e1,vivid,7
1005,Incomplete,ANX,25,Male,past,positive,e1,prere,7
1005,Incomplete,ANX,25,Male,past,positive,e1,sense1,7
1005,Incomplete,ANX,25,Male,past,positive,e1,sense2,7
1005,Incomplete,ANX,25,Male,past,positive,e1,context1,7
1005,Incomplete,ANX,25,Male,past,positive,e1,context2,7
1005,Incomplete,ANX,25,Male,past,positive,e1,perspective1,7
1005,Incomplete,ANX,25,Male,past,positive,e1,perspective2,7
1005,Incomplete,ANX,25,Male,past,positive,e1,ratio,1
1005,Incomplete,ANX,25,Male,past,positive,e1,intensity,7
1005,Incomplete,ANX,25,Male,past,positive,e1,reaction,7
1005,Incomplete,ANX,25,Male,past,positive,e1,impt,7
1005,Incomplete,ANX,25,Male,past,positive,e1,coh,7
1005,Incomplete,ANX,25,Male,past,positive,e1,temp,1
1005,Incomplete,ANX,25,Male,past,positive,e2,vivid,7
1005,Incomplete,ANX,25,Male,past,positive,e2,prere,7
1005,Incomplete,ANX,25,Male,past,positive,e2,sense1,7
1005,Incomplete,ANX,25,Male,past,positive,e2,sense2,7
1005,Incomplete,ANX,25,Male,past,positive,e2,context1,7
1005,Incomplete,ANX,25,Male,past,positive,e2,context2,7
1005,Incomplete,ANX,25,Male,past,positive,e2,perspective1,7
1005,Incomplete,ANX,25,Male,past,positive,e2,perspective2,7
1005,Incomplete,ANX,25,Male,past,positive,e2,ratio,1
1005,Incomplete,ANX,25,Male,past,positive,e2,intensity,7
1005,Incomplete,ANX,25,Male,past,positive,e2,reaction,7
1005,Incomplete,ANX,25,Male,past,positive,e2,impt,7
1005,Incomplete,ANX,25,Male,past,positive,e2,coh,7
1005,Incomplete,ANX,25,Male,past,positive,e2,temp,1
1005,Incomplete,ANX,25,Male,future,neutral,e1,vivid,6
1005,Incomplete,ANX,25,Male,future,neutral,e1,prere,6
1005,Incomplete,ANX,25,Male,future,neutral,e1,sense1,5
1005,Incomplete,ANX,25,Male,future,neutral,e1,sense2,5
1005,Incomplete,ANX,25,Male,future,neutral,e1,context1,4
1005,Incomplete,ANX,25,Male,future,neutral,e1,context2,6
1005,Incomplete,ANX,25,Male,future,neutral,e1,perspective1,4
1005,Incomplete,ANX,25,Male,future,neutral,e1,perspective2,3
1005,Incomplete,ANX,25,Male,future,neutral,e1,ratio,NA
1005,Incomplete,ANX,25,Male,future,neutral,e1,intensity,2
1005,Incomplete,ANX,25,Male,future,neutral,e1,reaction,1
1005,Incomplete,ANX,25,Male,future,neutral,e1,impt,1
1005,Incomplete,ANX,25,Male,future,neutral,e1,coh,2
1005,Incomplete,ANX,25,Male,future,neutral,e1,temp,1
1005,Incomplete,ANX,25,Male,future,neutral,e2,vivid,5
1005,Incomplete,ANX,25,Male,future,neutral,e2,prere,4
1005,Incomplete,ANX,25,Male,future,neutral,e2,sense1,3
1005,Incomplete,ANX,25,Male,future,neutral,e2,sense2,4
1005,Incomplete,ANX,25,Male,future,neutral,e2,context1,2
1005,Incomplete,ANX,25,Male,future,neutral,e2,context2,5
1005,Incomplete,ANX,25,Male,future,neutral,e2,perspective1,3
1005,Incomplete,ANX,25,Male,future,neutral,e2,perspective2,2
1005,Incomplete,ANX,25,Male,future,neutral,e2,ratio,NA
1005,Incomplete,ANX,25,Male,future,neutral,e2,intensity,1
1005,Incomplete,ANX,25,Male,future,neutral,e2,reaction,1
1005,Incomplete,ANX,25,Male,future,neutral,e2,impt,2
1005,Incomplete,ANX,25,Male,future,neutral,e2,coh,4
1005,Incomplete,ANX,25,Male,future,neutral,e2,temp,3
1005,Incomplete,ANX,25,Male,future,negative,e1,vivid,5
1005,Incomplete,ANX,25,Male,future,negative,e1,prere,4
1005,Incomplete,ANX,25,Male,future,negative,e1,sense1,4
1005,Incomplete,ANX,25,Male,future,negative,e1,sense2,4
1005,Incomplete,ANX,25,Male,future,negative,e1,context1,3
1005,Incomplete,ANX,25,Male,future,negative,e1,context2,5
1005,Incomplete,ANX,25,Male,future,negative,e1,perspective1,NA
1005,Incomplete,ANX,25,Male,future,negative,e1,perspective2,2
1005,Incomplete,ANX,25,Male,future,negative,e1,ratio,0
1005,Incomplete,ANX,25,Male,future,negative,e1,intensity,4
1005,Incomplete,ANX,25,Male,future,negative,e1,reaction,1
1005,Incomplete,ANX,25,Male,future,negative,e1,impt,1
1005,Incomplete,ANX,25,Male,future,negative,e1,coh,3
1005,Incomplete,ANX,25,Male,future,negative,e1,temp,2
1005,Incomplete,ANX,25,Male,future,negative,e2,vivid,4
1005,Incomplete,ANX,25,Male,future,negative,e2,prere,3
